ethnicity,Recipe Name,instructions,ingredients,image,descriptor,category
Vietnamese,Authentic Vietnamese Spring Rolls (Nem Ran Hay Cha Gio),"Gather all ingredients. Soak rice noodles in cold water until soft, about 20 minutes. Drain well; cut into 2-inch long pieces. Combine noodle pieces, chicken, shrimp, eggs, carrot, wood fungus mushrooms, and green onions in a large bowl. Add sugar, salt, and black pepper; stir well. Soak 1 rice paper wrapper in a shallow bowl of warm water to soften, about 15 seconds. Place on a damp cloth laid out on a flat surface. Place 1 tablespoon filling mixture into the center of softened rice paper. Fold the bottom edge into the center, covering filling. Fold in opposing edges and roll up tightly. Repeat with remaining rice paper wrappers, soaking and filling each one individually. Heat oil in a wok or large skillet over medium heat. Working in batches of 3 or 4, fry spring rolls in hot oil until crisp and golden brown on both sides, about 5 minutes. Drain on paper towels. Ground pork can be used instead of chicken if desired. Shiitake mushrooms can be substituted for wood fungus mushrooms if desired. We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.","2 ounces dried thin rice noodles, ¾ cup ground chicken, ¼ cup shrimp - washed, peeled, and cut into small pieces, 2 large eggs, beaten, 1  carrot, grated, 4  wood fungus mushrooms, chopped, 2  green onions, chopped, ½ teaspoon white sugar, ½ teaspoon salt, ½ teaspoon ground black pepper, 24  rice paper wrappers, 2 cups vegetable oil for frying",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8019480.jpg&q=60&c=sc&orient=true,"These Vietnamese fried spring rolls are a recipe I learned while traveling through Vietnam. The ingredients are relatively simple and easy to find in any grocery store. I've cooked this several times since returning, and it's always been a hit. They taste great with dipping sauce.",Appetizers and Snacks
Vietnamese,Vermicelli Noodle Bowl,"Whisk vinegar, fish sauce, sugar, lime juice, garlic, and red pepper flakes together in a small bowl; set sauce aside. Heat oil in a small skillet over medium heat. Add shallots; cook and stir until softened and lightly caramelized, about 8 minutes. Preheat an outdoor grill for medium heat and lightly oil the grate. Skewer 4 shrimp on each skewer and grill until they turn pink and are charred on the outside, 1 to 2 minutes per side. Set aside. Bring a large pot of water to a boil. Add vermicelli noodles and cook until softened, 12 minutes. Drain noodles and rinse with cold water, stirring to separate noodles. Assemble vermicelli bowl by placing cooked noodles in one half of each serving bowl; place lettuce and bean sprouts in the other half. Top each bowl with cucumbers, carrots, daikon, peanuts, cilantro, Thai basil, mint, and caramelized shallots. Serve with shrimp skewers and sauce on the side. Pour sauce on top and toss thoroughly to coat before eating.","¼ cup white vinegar, ¼ cup fish sauce, 2 tablespoons white sugar, 2 tablespoons lime juice, 1 clove garlic, minced, ¼ teaspoon red pepper flakes, ½ teaspoon canola oil, 2 tablespoons chopped shallots, 2  skewers, 8  medium shrimp, with shells, 1 (8 ounce) package rice vermicelli noodles, 1 cup finely chopped lettuce, 1 cup bean sprouts, 1  English cucumber, cut into 2-inch matchsticks, ¼ cup finely chopped pickled carrots, ¼ cup finely chopped diakon radish, ¼ cup crushed peanuts, 3 tablespoons chopped cilantro, 3 tablespoons finely chopped Thai basil, 3 tablespoons chopped fresh mint",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8282331.jpg&q=60&c=sc&orient=true,"This vermicelli bowl combines fresh herbs, rice vermicelli noodles, cucumber, bean sprouts, and grilled shrimp. Tossed with a tangy sweet-and-sour sauce, it's a simple and satisfying dinner that's perfect for hot weather.",Cuisine
Turkish,Iskender Kebab,"Preheat the oven to 350 degrees F (175 degrees C). Arrange pita bread on a baking sheet. Bake pitas in the preheated oven until lightly toasted; cut into bite-sized pieces and keep warm. Heat oil in a skillet over medium heat. Stir in chicken, onion, and garlic; cook until chicken is cooked through and juices run clear, about 10 minutes. Mix in tomato purée; season with cumin, salt, and pepper. Continue to cook and stir for a few minutes. Arrange toasted pita pieces in a serving dish. Drizzle with melted butter and top with chicken mixture. Garnish with yogurt and parsley to serve.","4  pita bread rounds, 1 tablespoon olive oil, 4  skinless, boneless chicken breast halves - chopped, 2 medium onions, chopped, 1 clove garlic, minced, 1 (10.75 ounce) can  tomato paste,   ground cumin to taste,   salt to taste,   ground black pepper to taste, ½ cup butter, melted, 1 cup Greek yogurt, ¼ cup chopped fresh parsley",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2Fb0eaf50bb8728fa5ad16feb0c0d4b6a8%2F6646364.jpg&q=60&c=sc&orient=true,"This Iskender kebab is similar to one I tried at a Turkish restaurant in London. It is traditionally made with lamb or doner meat but this chicken version is delicious. I later discovered that this dish was named after Alexander the Great, whom the Persians called ""Iskender."" Apparently, it was his favorite food.",Cuisine
Turkish,Turkish Red Lentil 'Bride' Soup,"Melt butter in a large saucepan over low heat. Cook onions in hot butter until golden brown, about 15 minutes. Stir paprika, lentils, and bulgur into onions to coat with butter. Add tomato paste, vegetable stock, and cayenne pepper; bring to a boil and cook until soft and creamy, about 1 hour. Crumble dried mint leaves into soup; stir and remove from heat. Ladle into bowls and garnish with lemon slices and fresh mint to serve.","¼ cup butter, 2  onions, finely chopped, 1 teaspoon paprika, 1 cup red lentils, ½ cup fine bulgur, 2 tablespoons tomato paste, 8 cups vegetable stock, ⅛ teaspoon cayenne pepper, 1 tablespoon dried mint leaves, 4 slices  lemon, ½ teaspoon chopped fresh mint",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1081258.jpg&q=60&c=sc&orient=true,A wonderful and easy traditional red lentil Turkish soup recipe. Garnish with lemon slices and fresh mint leaves.,Soup Recipes
Turkish,Tava or Turkish Stew,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease a medium casserole dish. Heat 1 tablespoon oil in a skillet over medium heat, and cook the chicken until juices run clear. Puree the roasted red peppers in a blender or food processor until smooth. In the prepared casserole dish, mix the cooked chicken, roasted red peppers, tomatoes, mushrooms, onion, and garlic. Season with salt and pepper. Drizzle with remaining 1 tablespoon olive oil, and top with mozzarella cheese. Bake 30 minutes in the preheated oven, until cheese is melted and bubbly.","2 tablespoons olive oil, divided, 1 ½ pounds skinless, boneless chicken breast halves - cut into 1 inch cubes, ½ (12 ounce) jar roasted red bell peppers, drained, 1 (14.5 ounce) can diced tomatoes with juice, 1 (6 ounce) jar mushrooms, drained, 1  onion, diced, 1 tablespoon minced garlic,   salt and pepper to taste, 1 (16 ounce) package shredded mozzarella cheese",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F9f9a69e2d3191f5a79b8737ff338d002%2F5596563.jpg&q=60&c=sc&orient=true,"This is a delicious Turkish dish that was created for American palates close to the military base. The recipe for tava does not have to be exact, you can add more or less of your ingredients to taste. The secret ingredient for the Turkish taste is the red peppers. Serve over rice.","Soups, Stews and Chili Recipes"
Turkish,Ekmek Turkish Bread,"To make the starter: Place 1/2 cup flour and 1/4 cup water in a bowl with a lid; stir well. Cover and let sit at room temperature overnight. The next day, add 1/2 cup flour and 1/4 cup water to the bowl. Cover and let sit at room temperature overnight. On the third day, add 1/2 cup flour and 1/4 cup water to the bowl. Cover and let sit at room temperature overnight. To make the dough: In a large bowl, dissolve yeast and sugar in warm water. Let stand until creamy, about 10 minutes. Break the starter into small pieces and add it to the yeast mixture. Stir in 4 cups of flour and salt. Stir in the remaining flour, 1/2 cup at a time, beating well after each addition. When the dough has pulled together, turn it out onto a lightly floured surface and knead until smooth and elastic, about 8 minutes. Sprinkle a little flour over the dough and cover it with a dry cloth. Let it rise until doubled in size. Put the dough back onto a lightly floured work surface and punch out the air. Divide the dough in half and knead each piece for 2 to 3 minutes. Shape each piece into a tight oval loaf. Sprinkle two sheet pans with corn meal. Roll and stretch the two loaves until they are 15x12-inch ovals. Dust the tops of the loaves with flour. Cover with a dry cloth and let them rise in a warm place until doubled in size. Meanwhile, preheat the oven to 425 degrees F (220 degrees C). Bake in the preheated oven for 30 to 40 minutes. Mist with water 3 times in the first 15 minutes. Loaves are done when their bottoms sound hollow when tapped. Let cool on wire racks before serving.","1 ½ cups bread flour, divided, ¾ cup water, divided, 5 teaspoons active dry yeast, 1 teaspoon white sugar, 2 cups warm water (110 degrees F/45 degrees C), 6 cups bread flour, 2 teaspoons salt",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2Fbae8513378bb4996a66f2bb7f46aa328%2F4535470.jpg&q=60&c=sc&orient=true,"Ekmek is a light and slightly sour flatbread that tastes wonderful with Havarti cheese. This Turkish bread recipe uses a starter that ferments for four days. I recommend using a pizza stone to bake the loaves on. If don't have a pizza stone, cookie sheets will work also. The recipe seems complicated, but it's a lot easier than it appears.",Bread
Turkish,Chef John's Baklava,"Place walnuts, pistachios, and cinnamon in bowl of a food processor. Pulse on and off until mixture is chopped but not too fine. Brush bottom of 9-inch round baking pan with melted butter. Place one round of phyllo dough in the pan; add a second round of dough. Drip about 1 tablespoon of melted butter over the top. Add 2 more sheets and drizzle with butter. Add 2 more sheets and drip with butter creating 6 layers for the bottom. (While you work keep the phyllo sheets covered with a damp, nearly dry, cotton towel to keep dough from drying out.),Sprinkle with 1/3 of the nut mixture. Top with a sheet of phyllo and drip with melted butter; repeat with 1 more sheet of filo. Add another 1/3 of the nut mixture. Place another sheet of phyllo on the nuts; drip with butter. Top with another sheet and drip with butter. Add the remaining nut mixture. Top with 2 sheets of phyllo; drip with butter. Add 2 more sheets; drip with butter. Top with the last 2 sheets and drizzle generously with the remaining butter. Cover pan with plastic and refrigerate until completely chilled, about 1 hour. Preheat oven to 350 degrees F (175 degrees C). Cut baklava into about 12 diamond-shaped pieces approximately the same size. Bake in preheated oven until browned and crisp, about an hour. Place sugar, honey, and cloves in a saucepan. Pour in water. Place pan over medium-high heat and whisk to combine. Bring to a boil; remove from heat. Whisk in vanilla and orange blossom water. After baklava has rested 5 minutes, ladle syrup over the top. Cool down to room temperature before serving. If you want to use homemade phyllo dough, use 16 sheets in the baklava. Get the recipe for Chef John's Homemade Phyllo Dough.","2 ½ cups walnut halves, 1 cup shelled pistachios, 1 ½ teaspoons ground cinnamon",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F32698f0469771022b5b19433659772ce%2F1686507113111IMG_9767.jpeg&q=60&c=sc&orient=true,"I tend to enjoy a generous ratio between nuts and pastry, as that makes me feel a little bit better about the copious amounts of sugar in this, but above and beyond that, I think this approach produces the best texture. You can use as many layers of filo as you want, but be careful, since too many may not cook through, and the only way to mess this up is to undercook the dough. The top and bottom layers need to dry out, and thoroughly crisp up, otherwise, once the syrup gets ladled over, you'll have a soggy mess.",Cuisine
Turkish,Bazlama - Turkish Flat Bread,"Dissolve the yeast, sugar, and salt in the warm water. Add the water and yogurt to the flour and mix well. The dough will be soft but not sticky. Turn the dough out onto a lightly floured surface and shape it into a ball. Cover the dough with a damp cloth and allow it to rise at room temperature for 3 hours. Cut the dough into four portions. Shape the dough into rounds and flatten each round as though you're making pizza dough. Cover the rounds with a damp cloth and let the dough rest for 15 minutes. Heat a cast iron skillet or griddle over medium-high heat. Place one dough round in the skillet and bake until brown spots appear on the bottom, about 1 minute. Flip the bread and bake for an additional minute. Remove the bread and wrap it in a clean kitchen towel to keep warm. Repeat with the remaining dough rounds. Store any leftover flatbreads in an airtight container. If you can't find Greek-style yogurt (suzme), use regular yogurt and reduce the water in the recipe to 1 1/4 cups.","1 (.25 ounce) package active dry yeast, 1 tablespoon white sugar, 1 tablespoon salt, 1 ½ cups warm water (110 degrees F/45 degrees C), ½ cup Greek-style yogurt, 4 cups all-purpose flour",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F1bb7c9c3bcc31b45a6dae1be375477bc%2F167277417451516727741261214030745926964239296.jpg&q=60&c=sc&orient=true,Bazlama is a simple and delicious village bread that I learned to prepare after moving to Turkey. Normally it is cooked in an outdoor oven but it works just as well on the stove top. It's best served warm.,Bread
Turkish,Turkish Red Lentil Soup with Mint,"Heat oil in a large pot over high heat. Add onion and sauté until beginning to soften, about 2 minutes. Stir in garlic and cook for 2 minutes. Add diced tomatoes and cook for 10 minutes. Stir in chicken stock, lentils, bulgur, rice, tomato paste, mint, paprika, cayenne pepper, salt, and black pepper; bring to a boil. Reduce the heat to medium-low and simmer until lentils and rice are tender, about 30 minutes. Purée soup with an immersion blender until smooth. To make a vegan version of this soup, use vegetable broth instead of chicken broth. Bulgur wheat is a dried grain that can be found in the bulk sections of most health food stores, international markets, or in the international section of your grocery store.","2 tablespoons olive oil, ½  onion, diced, 1 clove garlic, minced, ¼ cup diced tomatoes, drained, 5 cups chicken stock, ½ cup red lentils, ¼ cup fine bulgur, ¼ cup rice, 2 tablespoons tomato paste, 1 tablespoon dried mint, 1 teaspoon paprika, ½ teaspoon cayenne pepper (Optional),   salt and ground black pepper to taste",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F09ecc29da7adee6903ef71be68b856af%2F167647422037916764742125765534245269558619555.jpg&q=60&c=sc&orient=true,"This Turkish red lentil soup recipe is divine. The soup has dynamic flavors and a lovely, mild heat, much like one you'd find at a Turkish restaurant. I make a big batch and eat it for lunch with crusty bread and salad for an entire week. Serve with additional mint and lemon wedges if desired.",Soup Recipes
Turkish,Homemade Manti (Traditional Turkish Dumplings),"Make dough: Combine flour and salt in a large bowl. Add eggs and water, mixing well with your hands. Add more water, if needed, to form a soft dough. Cover and set aside for at least 30 minutes. Make filling: Shred onions and place them in a colander or sieve set over a bowl; drain and discard juice. Combine drained onion, ground beef, salt, and pepper in a medium bowl; mix well with a spoon until mashed. Set filling aside. Lightly flour a work surface and a large plate. Divide dough in half. Working with one piece at a time, roll dough on the floured surface into a rectangle as thin as possible. Cut into 2-inch squares using a knife or pastry wheel. Place about 2 teaspoons filling in the center of each square. Gather the edges of dough and pinch them together at the top to form a bundle. Transfer manti to the prepared plate; sprinkle more flour on top to prevent sticking. Make oil: Heat oil and red pepper flakes in a small skillet over low heat just until pepper flakes begin to color oil. Remove from heat and keep warm. Make sauce: Stir together yogurt and garlic in a small bowl; set aside. Bring a large pot of salted water to a boil over medium-high heat. Cook manti in boiling water until filling is no longer pink and dough is tender, 20 to 25 minutes. Drain well. Divide manti onto 4 plates. Spoon yogurt sauce over manti and drizzle with pepper oil. You can use ground lamb or other ground meat instead of beef, if you prefer.","2 cups all-purpose flour, plus more for dusting, ½ teaspoon salt, 2 large eggs, ½ teaspoon water, or as needed",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5119117.jpg&q=60&c=sc&orient=true,"This manti recipe for dumplings takes time to prepare, but I'm sure you'll agree it is worth it. Manti is a popular meal in my country. Afiyet olsun (bon appétit)!",Main Dishes
Turkish,Turkish Chicken Kebabs,"Whisk yogurt, garlic, olive oil, lemon juice, ketchup, red pepper flakes, salt, cumin, black pepper, paprika, and cinnamon together in a large bowl. Place chicken thigh halves into the yogurt marinade and coat them thoroughly on all sides. Cover the bowl with plastic wrap and refrigerate, 2 to 8 hours. Preheat an outdoor grill for medium-high heat and lightly oil the grate. Using 2 skewers for each kebab, thread half of the chicken thighs onto each pair of skewers making a fairly thick ""log"" shape. Place kebabs on the preheated grill. Do not try to turn them until they begin to unstick from the grill, 3 or 4 minutes. Turn kebabs and grill the other side for 3 to 4 minutes. Continue cooking and turning until chicken is no longer pink in the center, about 6 minutes more. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).","1 cup whole-milk Greek yogurt, 6 cloves garlic, minced, 2 tablespoons olive oil, 2 tablespoons freshly squeezed lemon juice, or more to taste, 2 tablespoons ketchup, 1 tablespoon Aleppo red pepper flakes, 1 tablespoon kosher salt, 1 ½ teaspoons ground cumin, 1 teaspoon freshly ground black pepper, 1 teaspoon paprika, ⅛ teaspoon ground cinnamon, 2 ½ pounds boneless, skinless chicken thighs, halved, 4  long metal skewers",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fc8cba89a99610c0e8316b5fd2f7eb8db%2F168278138124720221014_184154.jpg&q=60&c=sc&orient=true,"This chicken kebab recipe uses a flavorful, yogurt-based marinade. I'd like to think that all the chicken coming off American grills this summer will be as tasty, juicy, and tender as these. Even inexperienced grillers can produce impressive results! I'm not sure how ""Turkish"" this is — it's loosely based on a lamb marinade I've used for a long time.",Cuisine
Thai,Thai Cucumber Salad,"Toss cucumbers with salt in a colander; leave in the sink to drain for 30 minutes. Rinse with cold water, then drain and pat dry with paper towels. Whisk sugar and vinegar together in a mixing bowl until sugar has dissolved. Add cucumbers, jalapeños, and cilantro; toss to combine. Sprinkle chopped peanuts on top just before serving. Nutrition data for this recipe includes the full amount of salt. The actual amount of salt consumed will vary.","3 large cucumbers, peeled, halved lengthwise, seeded, and cut into 1/4-inch slices, 1 tablespoon salt, ½ cup white sugar, ½ cup rice wine vinegar, 2 medium jalapeno peppers, seeded and chopped, ¼ cup chopped cilantro, ½ cup chopped peanuts",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Feb39b2a55cdc756b6f910e4270d1aad6%2F16927496035141000000896.jpg&q=60&c=sc&orient=true,"This cucumber salad recipe is very close to what you'd get at your favorite Thai restaurant. Cucumber, cilantro, and peanuts are tossed in a sweet and tangy vinaigrette with just a hint of heat from jalapeños. This summer salad is always a hit at picnics and potlucks since it doesn't need to be refrigerated.",Salad
Thai,Curried Coconut Chicken,"Season chicken pieces with salt and pepper; set aside. Heat oil in a large skillet over medium-high heat. Cook and stir curry powder in hot oil for 1 minute. Stir in onions and garlic; cook 1 minute. Add chicken, tossing lightly to coat with curry oil. Reduce heat to medium and cook, stirring occasionally, until chicken is no longer pink in the center and juices run clear, 7 to 10 minutes. Stir tomatoes, coconut milk, tomato sauce, and sugar into the skillet. Cover and simmer, stirring occasionally, for 30 to 40 minutes.","2 pounds boneless skinless chicken breasts, cut into 1/2-inch chunks   salt and ground black pepper to taste 1 ½ tablespoons vegetable oil 2 tablespoons curry powder ½  onion, thinly sliced 2 cloves garlic, crushed 1 (14.5 ounce) can stewed, diced tomatoes 1 (14 ounce) can coconut milk 1 (8 ounce) can tomato sauce 3 tablespoons sugar",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F8e487d273326eb35630ecf66e597e933%2F16747041232866C3C6B52-F068-4B1E-9566-1A6C82AB7D37.jpeg&q=60&c=sc&orient=true,This chicken coconut curry recipe features chicken simmered in coconut milk and tomatoes for a mouthwatering hint of the tropics! Goes well with rice and vegetables.,Cuisine
Thai,Panang Curry with Chicken,"Fry curry paste in oil in a large skillet or wok over medium heat until fragrant. Stir in coconut milk and bring to a boil. Add chicken; cook and stir until chicken is nearly cooked through, 10 to 15 minutes. Stir palm sugar, fish sauce, and lime leaves into mixture; simmer for 5 minutes. Taste and adjust saltiness by adding more fish sauce if necessary. Garnish with sliced red chile peppers and Thai basil leaves.","5 tablespoons Panang curry paste, 1 tablespoon cooking oil, 4 cups coconut milk, ⅔ pound skinless, boneless chicken breast, cubed, 2 tablespoons palm sugar, 2 tablespoons fish sauce, or to taste, 6  makrut lime leaves, torn in half, 2  fresh red chile peppers, sliced, ¼ cup fresh Thai basil leaves",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9345034.jpg&q=60&c=sc&orient=true,Panang curry with chicken represents the diversity of Thailand's southern region. Panang refers to the island of Penang in Northern Malaysia bordering southern Thailand. Use 4 tablespoons curry paste from a fresh curry paste recipe or 5 tablespoons pre-made curry paste if time does not permit making your own paste,Cuisine
Thai,Thai Green Curry Chicken,"Pour 1 tablespoon soy sauce into a shallow dish. Place 1 tablespoon flour into a separate shallow dish. Toss chicken pieces in soy sauce, then in flour, coating pieces evenly. Heat oil in a large skillet over medium-high heat. Add chicken; cook and stir until browned, about 5 minutes. Transfer chicken to a plate; set aside. Reduce heat to medium and stir in curry paste. Cook for 1 minute until fragrant. Add green onions, garlic, and ginger; cook an additional 2 minutes. Return chicken to the skillet, stirring to coat with curry paste. Stir in coconut milk, sugar, fish sauce, and remaining 1 tablespoon soy sauce; simmer over medium heat until chicken is tender and cooked through, about 20 minutes. Serve curry with cilantro leaves.","1 tablespoon dark soy sauce, 1 tablespoon all-purpose flour, 1 pound skinless, boneless chicken breast halves - cut into 1 inch cubes, 2 tablespoons cooking oil, 2 tablespoons green curry paste, 2  green onions with tops, chopped, 3 cloves garlic, peeled and chopped, 1 teaspoon fresh ginger, peeled and finely chopped, 2 cups coconut milk, 2 tablespoons white sugar, 1 tablespoon fish sauce, 1 tablespoon dark soy sauce, ½ cup cilantro leaves, for garnish",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9399476.jpg&q=60&c=sc&orient=true,This Thai green curry recipe never fails to please! It is quick and easy to make and the chicken stays moist and tender. Serve over jasmine rice for a satisfying meal.,Cuisine
