recipe_id,ethnicity,Recipe Name,instructions,ingredients,image,descriptor,category
366,Danish,Danish Pastry Apple Bars,"Preheat oven to degreeF ,In a large bowl, combine flour, salt. Cut in shortening until mixture resemblecoarse crumbs. Beat egg yolk in measuring, add enough milk to make total liquid. Stir into flour mixture until all flour idamp. Divide the dough in half. On floured surface, roll half the dough into a rectangle, fit into a 9x inch pan. In large bowl, combine apples, brown sugar, white sugar, cinnamon, nutmeg. Put apple mixture in pan. Roll out remaining dough, place over apples. Seal edgeand cut slitin top dough. Beat egg white till frothy, brush on crust. Bake in the preheated oven for minutes until golden brown. "," all-purpose flour, salt, shortening, egg yolk, milk, apple, cored, light brown sugar, white sugar, ground cinnamon, ground nutmeg, egg white",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,Thirecipe iexcellent! I also use the crust recipe for round fruit pies.,Desserts
367,Danish,Danish Almond Puff,"Place of flour in a medium bowl. Mix in butter using a fork or a pastry blender. Sprinkle of water over, stir with a fork until dough cometogether. Divide into two balls. Pat dough into two long stripon an ungreased baking, about inchelong, inchewide. Set aside. Preheat the oven to degreeF . In a saucepan, combine of butter, of water. Bring to a rolling boil. Add of almond extract, remove from the heat. Immediately stir in of flour until the mixture pullaway from the sideof the pan. Gradually stir in the egguntil well blended. Divide evenly, spread over the two cruston the baking. Bake in the preheated oven until golden, about hour. Allow to cool almost to room temperature before frosting. To make the frosting, mix together the confectioners' sugar, of almond extract, a splash of milk in a small bowl until smooth. Add more milk if necessary to make a pourable glaze. Drizzle over the Danish, decorate with candy sprinkleif desired."," all-purpose flour, butter, water, butter, water, almond extract, eggs, all-purpose flour, confectioners' sugar, almond extract, milk, candy sprinkles",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,"My mom used to make thiAlmond Puff every year for Christmas. It ivery elegant, pretty--and surprisingly easy to make. I almost alwayhave every ingredient already in my board. I made it myself for the first time, my husband loved it. I'm planning to make it for himom when she cometo visit. Thiia fun one to share.",Bread
368,Cuban,Ropa Vieja ,"Cut flank steak in half acrosthe grain. Mix salt, black pepper, cayenne. Season both sidegenerously with the salt mixture. Heat olive oil in a pot over high heat. Add steakand cook until outsideare well browned, to minuteper side. Remove steakto a plate. Reduce heat to medium. Add red onion, garlic, more of the salt seasoning. Cook, stir until starting to soften, to minutes. Stir in cumin, paprikaegano, cayenne pepper, cloves, allspice. Cook, stir for minute. Pour in white wine, scraping up the browned bitfrom the bottom of the pot. Stir in tomato sauce, chicken broth. Return beef, accumulated juiceto the pot. Season with salt, add bay leaves. Reduce heat to low, cover, simmer until beef ialmost fork-tender, not falling apart, about hours. Remove pot from heat, let stew cool to room temperature, at least minutes. Refrigerate, hourto overnight, for best results. Remove beef to a plate, set stew over medium heat. Tear beef along the grain into /- to /-inch-wide shreds; place back in the stew. Add bell peppers, poblanos, smoked paprika, capers, olives, sugar. Stir together, reduce heat to medium. Simmer until pepperare soft, meat itender, to minutes. Turn off heat, remove bay leaves, stir in cilantro. You also use skirt steak big pieceof chuck, but flank imy favorite. Chuck icheaper but shredtoo small. Use finely crushed tomatoeinstead of tomato sauce, if desired."," flank steak, kosher salt, freshly ground black pepper, cayenne pepper, olive oil, large red onion, clove garlic, ground cumin, paprika, dried oregano, cayenne pepper, ground cloves, ground allspice, white wine, tomato sauce, chicken broth, bay leaves, bell pepper, poblano pepper, smoked paprika, capers, pimento-stuffed green olive, white sugar, fresh cilantro",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"ThiCuban braised beef dish literally translateto 'old clothes,' because apparently some people thought the fall-apart meat, colorful stripof onionand peppers, tangled together, looked like old, tattered clothing. You'll love thidish if you're into big, bold flavors, since there'nothing subtle about the seasoning here. Deliciouserved with beans, rice, plantain chips. Garnish with more cilantro.","Soups, Stewand Chili Recipes"
369,Cuban,Classic Cuban Midnight Sandwich,"Split the sandwich rollin half, spread mustard, mayonnaise liberally onto the cut sides. On each sandwich, place, equal amount of Swischeese, ham, pork in exactly that order. Place a few pickleonto each one, put the top of the roll onto the sandwich. Brush the topwith melted butter. Preseach sandwich in a sandwich presheated to medium-high heat. If a sandwich presinot available, use a large skillet over medium-high heat, presthe sandwichedown using a sturdy plate or skillet. Some indoor grillmay be good for thialso. Cook for to minutes, keeping sandwichepressed. If using a skillet, you may want to flip them once for even browning. diagonally, serve hot."," sweet bread roll, mayonnaise, prepared mustard, thinlyd cooked ham, thinlyd fully cooked pork,d Swischeese, dill pickles, butter,",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thiione of the more famousandwichestraight out of the island of Cuba. Thirecipe came from my uncle who used to work at a restaurant in Pinar del Rio, Cuba, now workat a Cuban cafeteria here in Miami. Thisandwich ibest served with fried plantain chipand a cold mamey milkshake!",Cuisine
370,Cuban,Rabo Encendido ,"Whisk vino seco, olive oil, salt together in a large bowl. Add oxtailand mix well to coat. Cover with plastic wrap, marinate in the refrigerator for hours. Drain oxtails, discarding all but of the marinade. Heat olive oil in a large pot over medium-high heat, sear oxtailuntil browned on all sides, about minuteper side. Transfer to a large plate. Heat remaining olive oil in the same pot. Saute potatoes, onion, carrotuntil onionare translucent, about minutes. Mash garlic, salt into a coarse paste in a mortar, pestle. Add garlic paste to the pot; stir until fragrant, about seconds. Stir in green olives, bay leaves, sazon completa, sazon seasoning, allspice. Pour in reserved marinade, tomato sauce, chicken broth. Return oxtailto the pot. Bring to a boil, reduce heat, simmer, covered, until oxtailare fork tender, falling off the bone, about hours. Nutrition data for thirecipe includethe full amount of marinade ingredients. The actual amount of marinade consumed will vary."," vino seco , olive oil, salt, beef oxtails, olive oil, potatoes, quartered, diced onion, diced carrots, clove garlic, salt, green olives, pitted, bay leaves, Miami-style sazon seasoning ,packet sazon seasoning , allspicecantomato sauce, chicken broth",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,Great basic recipe for Cuban-style oxtail stew.,"Soups, Stewand Chili Recipes"
371,Cuban,Cuban-Style Roast Pork,"Grind garlic, salt, pepper, cuminegano, coriander into a paste using a mortar, pestle. Transfer of the paste to a bowl. Add lime juiceange juice, olive oil, vinegar, whisk until smooth. Cut several deep, -inch-long slitinto the fatty side of the pork roast. Rub the remaining paste into the slits. Put roast into a -gallon resealable plastic bag. Pour citrumixture into the bag to coat roast, then squeeze amuch air from the bag apossible, seal. Refrigerate, turning occasionally, hourto overnight. Remove pork roast from refrigerattransfer to a roasting pan, let stand at room temperature for minutes. Meanwhile, preheat the oven to degreeF . Roast pork in the preheated oven for minutes. Reduce the heat to degreeF , continue cooking until no longer pink in the center, about hourmore. An instant-read thermometer inserted into the center should read at least degreeF ."," clove garlic, kosher salt, ground black pepper, ground cumin, dried oregano, ground coriander, lime juiceange juice, olive oil, white wine vinegar, pork shoulder roast",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Fragrant, savory, succulent Cuban-style pork roast the whole family will love. Serve with cumin-scented black beanand mashed sweet potatoes.",Cuisine
372,Cuban,Cuban Mojito,"Place sugar each into two - glasses. Squeeze juice from a lime wedge into each glasand drop in the wedge. Place mint spriginto each glass. Use a spoon or muddler to mash lime mixture together in the bottom of the glasses. Fill each glasabout half full with crushed ice. Pour rum into each glass. Fill the glassewith club soda, stir, garnish with remaining lime wedges. You garnish with mint spriginstead of lime wedges."," white sugar lime, sprig, fresh mint, crushed ice, white rum, club soda",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,"ThiCuban mojito ivery similar to the drinkI enjoyed in Varadero, Cuba. The muddling, the order of the ingredienthelpensure that all the flavorare well blended. Serve with a straw, a decorative stir stick to keep the different flavorwell mixed together.",Cuisine
373,Cuban,Chef John'Cuban Bread,"Combine warm water, flour, yeast, in a bowl or measuring . Whisk the starter until well blended. Cover with plastic wrap, refrigerate hourto overnight. Place yeast, sugar in a mixing bowl. Pour in warm water. Let rest minuteto ensure yeast ialive, bubbling on the surface. Add lard, salt to bowl, then add of the flour. Mix until incorporated, dough forma sticky ball. Add the starter. Add all but of the remaining flour, mix to incorporate. Knead dough on a lightly floured work surface until it cometogether in a firm ball, adding up to of the remaining flour aneeded. Dough should be soft, supple with just a bit of tackineson the surface. Place dough in a bowl, coat the surface with vegetable oil. Cover the bowl with a damp kitchen towel, place in a warm spot to rise. Let rise until at least doubled in size, about hours. Line two rimmed bakingwith parchment paper, sprinkle with cornmeal. Transfer dough to a lightly floured surface. Lightly presdough into a rectangle with lightly floured hands. Divide dough in half, shape each half into a rectangle about inchelong, inch thick. Starting at the long ends, tightly roll dough to form two skinny loaves. Slightly flatten the tops. Transfer loaveto a prepared baking, dust with flour. Cover with a light, dry towel, let rise until doubled in size, to hours. Preheat the oven to degreeF . Cut a /-inch deep slit down the top of loavewith a sharp knife or razor. Lightly mist loavewith water. Bake in the preheated oven, one pan on the lower rack, one on the higher rack, for minutes. Switch pan positionand continue to bake until loaveare golden brown, to minutelonger. Transfer loaveto cooling rack, let cool to room temperature before slicing. I used all-purpose flour, bread flour. Each loaf yieldaboutof bread Cuban sandwiches. Check out Chef John'Cuban Sandwich recipe."," warm water, flour, active dry yeast",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFfadabedcfdeF99E-FF-C-BE-BDBA.jpeg&q=&c=sc&orient=true,"ThiCuban bread recipe uselard, a double hit of yeast plua fermented starter. All of thiaddextra flavor, lift. I didn't think I liked Cuban sandwicheuntil I had one on real Cuban bread — what a difference! If you want to keep your starter going, reserve of it before adding the rest to the dough.",Bread
374,Cuban,Cuban-Style Yuca,"Place yuca into a pan, fill with enough water to cover. Stir in salt. Bring to a boil over medium-high heat, cover, cook until tender, about minutes. Drain; place yuca on a serving plate. Meanwhile, place olive oil, onion, garlic, lemon juice into a pan. Cook over medium heat for about minutes. Pour the hot olive oil mixture over the yuca; serve immediately."," yuca, salt, olive oil, onion, clove garlic, fresh lemon juice",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF99.jpg&q=&c=sc&orient=true,"Yuca cassava, ia Latin Ameriroot vegetable. Thisimple dish ithe way my granny used to make it.",Side Dish
375,Cuban,Easy Mojitos,"Place mint leaves, limes, sugar in the bottom of a glasand muddle with a spoon until mint icrushed. Fill the glaswith ice cubes. Pour rum then soda over the ice; stir."," leavemint, limes, white sugar ice cubes, jigger rum , diet lemon-lime soda ",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFfafc9ac99a9bfeeF99.jpg&q=&c=sc&orient=true,"An easy mojito recipe to enjoy at home. It'hard to find mojitoat any of the restaurantin the small town I'm stationed in, when I tried to make my own using club soda, they never seemed to turn out right. Using lemon-lime soda instead also cutdown on the amount of sugar usually used.",Cuisine
376,Cuban,Chef John'Cuban Sandwich,"Gather all ingredients. Mix mayonnaise, mustard, cayenne together in a bowl to make sauce. Trim off endof bread. Cut loaf in half, evenly split bread to make topand bottomof two sandwiches. Spread each half on both sidegenerously with mayo-mustard sauce. Divide sandwich ingredientbetween the two bottom halvein thiorder: Swiss Cheese,ham, hot cooked pork, pickles, more Swiss Cheese. Place topon sandwiches. Melt butter in a heavy skillet over medium heat. Place sandwichein the skillet, presdown with a heavy weight, such aanother skillet or foil-wrapped bricks. Toast sandwicheuntil bread icrisp, filling iheated through minuteper side. Serve hot, enjoy!"," mayonnaise, mustard, cayenne pepper, loaf Cuban bread, Swiss Cheese, smoked fully-cooked ham, cooked pulled pork, heated, large dill pickle, butter",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"There are different recipefor Cuban sandwiches. Here'how I build my Cuban Cubano. I like to use pulled pork. Carnitawould work too. These ingredientand amountare open to your own personal preferences, but here'a general idea.",Cuisine
377,Cuban,Cuban Ropa Vieja,"Heat vegetable oil in a large skillet over medium-high heat. Add flank steak, cook until browned, about minuteper side. Transfer steak to a slow cooker; pour in beef broth, tomato sauce. Add tomato paste, bell pepper, onion, garlic, cumin, cilantro, olive oil, vinegar; stir until well blended. Cover, cook on Low for up to hours on High for hours. Shred steak in the slow cooker with two forks."," vegetable oil, beef flank steak, beef broth, tomato sauce, tomato paste, green bell pepper, small onion clove, garlic, ground cumin, cilantro, olive oil, white vinegar",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFaacfdacaddebdFimage.jpg&q=&c=sc&orient=true,"Thiropa vieja igreat served on tortillaor over rice. Add sour cream, cheese, fresh cilantro on the side.",Cuisine
378,Cuban,Virgin Strawberry Daiquiri,"Combine strawberries, sugar, lemon-lime soda, lemon juice in the container of a blender. Add ice, blend until smooth. Pour into a fancy glasto serve."," large strawberries, hulled, white sugar, chilled lemon-lime soda, lemon juice, ice",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFbdefcfeedeF999_9.jpg&q=&c=sc&orient=true,"Thivirgin strawberry daiquiri iprobably the best drink I have ever had in my life! Easy to make with strawberries, sugar, lemon-lime soda, lemon juice, ice. You substitute red cream soda or your favorite flavor for the lemon-lime.",DrinkRecipes
379,Colombian,Colombian Ahuyama Soup,"Melt the butter in a large pot over medium heat. Stir in the onion, garlic, curry powder, red pepper flakes. Cook until the onion haturned translucent, to minutes. Stir the chicken stock, squash into the onion mixture. Simmer the soup over medium heat until the squash itender when pierced with a fork, about minutes. Turn off the heat, stir in the nutmeg, Worcestershire sauce, peanut butter. Transfer the mixture in batcheto a blender or food processor; blend until smooth, slowly pouring in the cream. Reheat soup if necessary, but do not boil. Serve garnished with parsley."," butter, onion clove garlic, curry powder, red pepper flakes, quartchicken broth, butternut squash, cubed, ground nutmeg, Worcestershire sauce, creamy peanut butter, light creamfresh parsley",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets-ucg.meredithcorp.ioFc9d9eddfceaecbcF.jpg&q=&c=sc&orient=true,"Thiia creamy butternut squash soup that ieasy to make, even children will eat. You substitute pumpkin or hubbard squash if you like, vegetable broth for the chicken broth.","Soups, Stewand Chili Recipes"
380,Colombian,Arepade Huevos,"Mix corn meal, salt, sugar together in a bowl. Add hot water, mix with your handuntil a dough forms. Roll into a ball, let rest, to minutes. Fill a pot with about incheof oil, heat to degreeF . Divide dough into equal-sized balls. Set aside a small amount of dough for repairing holeafter cooking. Place a dough ball onto a of plastic wrap, place a second of plastic wrap on top. Use a pan or plate to flatten the dough into a /-inch thick round. Smooth edgeof area with your fingers. Repeat with remaining dough. Place the arepacarefully into the hot oil, fry until puffed, about minuteper side. Remove arepafrom the oil, drain on paper toweluntil cool until safe to handle. Cut a -inch hole near the edge of an arepa. Crack an egg into a small glasand carefully pour it into the hole in the arepa. Repair the hole quickly using reserved dough. Return the arepa to the oil, fry until egg ino longer runny, minuteper side. Drain on paper towels. Repeat with remaining arepas. Let cool briefly. When cutting the hole, make sure the knife stayinside the arepa so the egg doesn't leak out. If the arepa hasn't puffed up completely, you use the knife to open it up a bit more. You want enough space to pour the egg into. If it appearlike you won't have enough time to repair the hole after adding the egg, you place the arepa into the oil on edge to let the egg set a bit before letting it completely submerge. We have determined the nutritional value of oil based on a retention value of after cooking. Amount will vary depending on cooking time, temperature, ingredient density, specific type of oil used."," pre-cooked white cornmeal , salt, white sugar, hot water, vegetable oil, medium eggs",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF99.jpg&q=&c=sc&orient=true,"During a visit to Barranquilla, Colombia, I got the chance to taste an arepa de huevo. My friend got the recipe for me and now it's a special treat.
The fried dough coupled with the egg is beyond words. Such a tasty dish!",Bread
381,Colombian,Pataconede Colombia ,"Place a plate, upside-down, onto a work surface. Heat oil in a large skillet over medium heat. Fry plantainin the hot oil until slightly browned, to minuteper side. Transfer plantainusing a slotted spoon onto the upside-down plate, reserving oil in the skillet. Place a second plate, right-side up, onto the plantains. Smash the plantainby gently pressing the top plate into the bottom plate. Place the smashed plantainin the hot oil, fry until browned, to minuteper side. Transfer fried plantainto a paper towel-lined plate, sprinkle salt over plantains. We have determined the nutritional value of oil based on a retention value of after cooking. The exact amount will vary depending on cooking time, temperature, ingredient density, the specific type of oil used."," oil, ripe plantain, cut into -inch rounds, salt",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF99.jpg&q=&c=sc&orient=true,"These are fried plantainthat have been smashed, fried a second time. It iessential you use very ripe plantains. Thirecipe istraight from my Colombian mother-in-law. Enjoy!",Side Dish
382,Colombian,Colombian Ají,"Combine jalapeños, green onions, cilantro, water, vinegar, lemon juice, salt in a blender; procesuntil smooth. Store in the refrigerator until ready to serve."," jalapeno peppers, green onion, scilantro, water, white vinegar, fresh lemon juice, salt",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Alwayhave some ají on the table when serving Colombian food. Ají sauce ihot, spicy, fresh, flavorful.",Side Dish
383,Colombian,Aji ,"Combine tomato, cilantro, onion, jalapeno pepper, garlic in a food processor. Add olive oil, lime juice, sugar, apple cider vinegar, salt; pulse until a coarse paste forms. Mix in green onions. Substitute garlic paste for the garlic cloveif preferred. Please note that thisalsa turn out great with more or with no jalapeno; it just dependon your preference. However, because the spicinesof jalapenoivery unpredictable, I highly recommend leaving it out, transferring the salsa to a bowl, then adding the jalapeno gradually. I even throw mine in a small Magic Bullet-style blender with a little olive oil, turn it into a paste so I add it very carefully. Thialso allowyou to separate the salsa into mild, spicy batches."," large plum tomato, fresh cilantro, stemremoved, small onion, jalapeno pepper, clove garlic, olive oil, lime, juiced, white sugar, apple cider vinegar, salt, green onions, finely chopped",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,"A tangy fresh Colombian-style salsa which be made delicioueither mild or XXX hot! Goegreat with grilled meats, empanadas, tostones, but I put it on everything... even my eggs! There seem to be several variationof this; some watery, some oily, some saucy, some chunky, but my mom ifrom Barranquilla, Colombia, thiihow she makeit.",Dipand SpreadRecipes
384,Chinese,Char Siu ,"Thiirresistibly deliciouChinese barbecue pork recipe haa rich, salty-sweet flavor that gethigh markfrom our community of home cooks. Dive into the tangy blend of honey, rice wine, brown sugar that coatevery bite of succulent pork tenderloin. Learn how to make thiflavorful favorite right here — plus, get tipon the best way to serve, store, freeze char siu. The wonderfully sweet, savory flavor of thiChinese dish comefrom a unique blend of pantry ingredients. Soy sauce, honey, ketchup, brown sugar create the base of the luscioumarinade, while hoisin sauce, red bean curd add depth. Juicy pork tenderloin ithe main event of thi-star recipe. Choose two lb. tenderloinfor best results, substituting pork loin or pork chopif necessary. You'll find the full recipe below with step-by-step instructions, but here'what you expect when you make thitop-rated recipe;,Begin by gently heating all of the marinade ingredientin a saucepan. Next, pork into stripand place them in a large plastic bag. Pour marinade into the bag, refrigerate the contentfor at least two hours. After marinating, barbecue the pork tenderloin over a charcoal grate for a rich, robust flavor. Baste athe meat cooks, use a thermometer to mark degreeF for doneness. You'll love the tender meat paired with a tantalizingly fragrant glaze. Char siu be eaten ais, over rice paired with bright green vegetablefor a great contrast. Use thizesty pork to stuff steamed buns, in pork fried rice aa topping in,wasabi-spiked nachos. Refrigerate leftover char siu in an airtight container for up to three days. When you're ready to reheat, simply place the pork on foil, bake in a degreeF oven until thoroughly warmed. Yes, char siu be frozen for up to one month if stored correctly. Place leftover stripin a freezer bag, squeeze out any air, thaw in the refrigerator when you're ready for a repeat. ""The marinade idelicious!"" ravehome cook PG. ""I've made the marinade twice now. Used part of the second batch in BBQ pork fried rice. Next time I'll use pork shoulder. The tenderloin ia bit too lean for our taste."",""I loved everything about thimarinade,"" sharereviewer Saveur. ""Only addition — a slug of rice wine vinegar. With all of the sweet going on I felt it needed a little acid balance. Hubgrilled to perfection. A keeper!"",""I followed the recipe to the letter, it came out perfect just like my local Chinese restaurant, shareTanya. ""I used my copper crisper basket over a pot of water in the oven at for minutes, it came out beautiful with a char, all."",Editorial contributionby Rai Mincey,Gather all ingredients. Stir soy sauce, honey, ketchup, brown sugar, rice wine, hoisin sauce, red bean curd, five-spice powder together in a saucepan over medium-low heat. Cook, stir until just combined, slightly warm, to minutes. Meanwhile, each pork tenderloin lengthwise into /- to -inch-thick strips. Place pork stripin a large, resealable plastic bag. Pour marinade into the bag with the pork. Squeeze air from the bag, seal, turn the bag a few timeuntil pork iwell coated. Marinate in the refrigerathourto overnight. When ready to cook, preheat a charcoal grill for medium-high heat, lightly oil the grate. Remove pork from marinade, shake to remove excesliquid. Set aside the remaining marinade for basting. Rake the hot coalinto two equal pileon opposite sideof the charcoal grate. Add a small container of water to the grate. Place pork stripin the center of the grate for indirect cooking. Cook pork over indirect heat, turning regularly, basting adesired, until an instant-read thermometer inserted into the center readat least degreeF , minuteor longer. Serve hot, enjoy!,If you can't find red bean curd, use red food coloring instead, if desired. To cook over indirect heat on a gagrill, simply turn off the center burner. Place food over that burner, it will cook by the heat on either side. The nutrition data for thirecipe includethe full amount of marinade ingredients. The actual amount of the marinade consumed will vary."," soy sauce, honey, ketchup, brown sugar, Chinese rice wine, hoisin sauce, red bean curd, Chinese five-spice powder ",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFdf9ffbefcfbe9eF9IMG_.jpeg&q=&c=sc&orient=true,"Char siu iChinese restaurant-style pork with a deep red, sweet, sticky coating. Char siu literally mean""fork roast"", referto the traditional method of cooking thidish by which stripof seasoned pork were skewered with long forkand roasted in a covered oven or over a fire. Thiversion usepork tenderloin, ieasy to make at home on your charcoal grill. Enjoy the sweet, salty taste on itown or serve it over rice or noodles.",Chinese
385,Chinese,Chinese Pork Dumplings,"Prepare dipping sauce: Combine soy sauce, rice vinegar, chives, sesame seeds, chile sauce in a small bowl. Set aside. Prepare dumplings: Mix pork, garlic, egg, chives, soy sauce, sesame oil, ginger in a large bowl until thoroughly combined. Place a dumpling wrapper on a lightly floured work surface, spoon about of the filling in the middle. Wet the edge with a little water, crimp together forming small pleatto seal the dumpling. Repeat to form remaining dumplings. Heat to vegetable oil in a large skillet over medium-high heat. Place to dumplingin the pan, cook until browned, about minuteper side. Pour in of water; cover, cook until the dumplingare tender, pork icooked through, about minutes. Repeat to cook remaining dumplings, adding more oil, water for each batch. Serve dumplingwith dipping sauce. Please note the differencein the recipe name, ingredient amounts, filling optionwhen using the magazine version of thirecipe. Shrimp Filling: Stir together fresh shrimpwater chestnuts, egg yolk, Chinese chiveor chives, less-sodium soy sauce, fresh ginger, toasted sesame oil in a bowl. Mushroom-Tofu Filling: Cook chopped shiitake or button mushroomin a large skillet over medium heat until all liquid haevaporated, mushroomare tender; cool. Transfer to a bowl, mix with pressedextra-firm tofu, egg yolk, Chinese chiveor chives, less-sodium soy sauce, fresh ginger, toasted sesame oil, Chinese -spice."," soy sauce, seasoned rice vinegar, Chinese chives, sesame seeds, chile-garlic sauce ",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFe9edcbf9bcfF99PSX__.jpg&q=&c=sc&orient=true,"These Chinese dumplingare from Liana Cafe House in Seattle'International District. They sell these traditional fried pork dumplingfrom a tiny takeout shop but with thirecipe, you see how to make them at home!",Main Dishes
386,Chinese,"Mongolian Beef, Spring Onions","Heat of vegetable oil in a saucepan over medium heat. Add garlic, ginger; cook, stir until fragrant, about seconds. Stir in brown sugar, soy sauce, water. Increase heat to medium-high; stir until sauce boiland slightly thickens, about minutes. Remove sauce from the heat, set aside. Place beef into a large bowl; add cornstarch, mix until beef ithoroughly coated. Set aside until most of the cornstarch habeen absorbed, about minutes. Heat vegetable oil in a deep skillet to degreeF . Shake excescornstarch from beefand drop into hot oil, a few at a time, stirring briefly, frying until edgebecome crisp, about minutes. Remove beef with a large slotted spoon; drain on paper towels. Remove excesoil from the skillet, then heat the skillet over medium heat; add beefand stir in prepared sauce. Add green onionand bring to a boil; cook until the onionhave just are bright green, about to minutes."," vegetable oil, garlic,fresh ginger root, dark brown sugar, soy sauce, water, beef flank steak, cornstarch, vegetable oil, green onions",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFbfcba9cfaa9afaF9image.jpg&q=&c=sc&orient=true,ThiMongolian beef recipe with green onionhaa soy-based sauce for a Chinese-style beef dish. Best served over soft rice noodleor rice.,Main Dishes
387,Chinese,"Sweet, Sour Pork","Place cubed pork in a medium bowl, season with soy sauce, salt, sugar for marinade. Add egg white, green onionand mix until well-combined. Cover, place in the refrigerator for at least hour. Heat quart oil to degreeF in a large, heavy saucepan or deep fryer. Coat pork with cornstarch, fry in hot oil until evenly browned, about minutes. Drain on paper toweland set aside. Heat oil for vegetablein a wok over medium heat. Stir in celery, bell pepper, onion; cook until tender, about minutes. Season with of sugar, salt. Remove from heat, set aside. Mix water, sugar, apple cider vinegar, ketchup, soy sauce, salt in a large saucepan; bring to a boil over high heat. Stir in cooked pork, celery mixture, pineapple chunkwith juice. Return to a boil, then mix in remainingwater, cornstarch. Cook until thickened, warmed through, about minutes. We have determined the nutritional value of oil based on a retention value of after cooking. The exact amount may vary depending on cook time, temperature, ingredient density, the specific type of oil used.", pork butt,https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioF99baefefbcF9_.jpg&q=&c=sc&orient=true,"Thisweet, sour pork recipe ifrom my husband'grandmother, who waChinese. She taught me how to make thirecipe — it'the way Gramma made sweet, sour disheher whole life until she died at age 9. The secret iapple cider vinegar.",Main Dishes
388,Chinese,Honey Walnut Shrimp,"Stir together water, sugar in a small saucepan over high heat. Bring to a boil, add walnuts. Boil for minutes, then drain, place walnuton a cookie to dry. Whip egg whitein a medium bowl until foamy. Stir in mochiko until it haa pasty consistency. Heat oil in a heavy deep skillet over medium-high heat. Dip shrimp in mochiko batter, then fry in batchein hot oil until golden brown, about minutes. Remove with a slotted spoon, drain on paper towels. Stir together mayonnaise, honey, sweetened condensed milk in a medium serving bowl. Add fried shrimp, tosto coat with sauce. Sprinkle candied walnuton top, serve."," water, white sugar, walnut, large egg white, mochiko, vegetable oil, large shrimp, deveined mayonnaise, honey, canned sweetened condensed milk",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFa99daaeebcfaF999__A9BD-AA-E-BF-D9FFFA-fullsizerender.jpeg&q=&c=sc&orient=true,"Thihoney walnut shrimp ia Hong Kong-style recipe! Crispy battered shrimp are tossed in a creamy sauce, topped with sugar-coated walnuts.",Main Dishes
